class,confidence,x1,y1,x2,y2
BananTree,0.7875066995620728,4.4403076171875,314.23724365234375,480.31549072265625,851.0845947265625
BananTree,0.7834218144416809,227.53736877441406,686.2972412109375,692.1286010742188,1181.8582763671875
BananTree,0.7701205611228943,0.0,897.3113403320312,289.66326904296875,1199.961669921875
Ditch,0.7109235525131226,911.11279296875,641.1152954101562,1200.0,1200.0
Ditch,0.5522277355194092,409.39990234375,2.5054547786712646,841.0281982421875,314.83935546875
